Sample_Code;Station;Island;Sampling_Site;Island_Side;Genus;Species;Species_Code;Sample_Year;Zone;Habitat;Inhabitated;Distance_Makassar_km;N;Depth_m;Relative_Depth;Substrate
KKW24;KKW;Kudingarengkeke;KU4;West;Operculina;ammonoides;Operculina_ammonoides;1997;4;slope;no;17;33;24;1;RS
KKW3;KKW;Kudingarengkeke;KU4;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;4;slope;no;17;40;3;0.125;R
KKW3;KKW;Kudingarengkeke;KU4;West;Amphistegina;lobifera;Amphistegina_lobifera;1997;4;slope;no;17;150;3;0.125;R
KKW3;KKW;Kudingarengkeke;KU4;West;Amphistegina;radiata;Amphistegina_radiata;1997;4;slope;no;17;119;3;0.125;R
KKW3;KKW;Kudingarengkeke;KU4;West;Elphidium;craticulatum;Elphidium_craticulatum;1997;4;slope;no;17;1;3;0.125;R
KKW3;KKW;Kudingarengkeke;KU4;West;Heterostegina;depressa;Heterostegina_depressa;1997;4;slope;no;17;16;3;0.125;R
KKW3-2;KKW;Kudingarengkeke;KU4;West;Amphisorus;SpL;Amphisorus_SpL;1997;4;slope;no;17;21;3;0.125;R
KKW3-2;KKW;Kudingarengkeke;KU4;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;4;slope;no;17;103;3;0.125;R
KKW3-2;KKW;Kudingarengkeke;KU4;West;Amphistegina;lobifera;Amphistegina_lobifera;1997;4;slope;no;17;134;3;0.125;R
KKW3-2;KKW;Kudingarengkeke;KU4;West;Amphistegina;radiata;Amphistegina_radiata;1997;4;slope;no;17;7;3;0.125;R
KKW3-2;KKW;Kudingarengkeke;KU4;West;Calcarina;sp2;Calcarina_sp2;1997;4;slope;no;17;10;3;0.125;R
KKW3-2;KKW;Kudingarengkeke;KU4;West;Heterostegina;depressa;Heterostegina_depressa;1997;4;slope;no;17;4;3;0.125;R
KKW4;KKW;Kudingarengkeke;KU4;West;Amphisorus;SpL;Amphisorus_SpL;1997;4;slope;no;17;53;4;0.167;R
KKW4;KKW;Kudingarengkeke;KU4;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;4;slope;no;17;170;4;0.167;R
KKW4;KKW;Kudingarengkeke;KU4;West;Amphistegina;lobifera;Amphistegina_lobifera;1997;4;slope;no;17;160;4;0.167;R
KKW4;KKW;Kudingarengkeke;KU4;West;Amphistegina;radiata;Amphistegina_radiata;1997;4;slope;no;17;5;4;0.167;R
KKW4;KKW;Kudingarengkeke;KU4;West;Calcarina;sp2;Calcarina_sp2;1997;4;slope;no;17;2;4;0.167;R
KKW4;KKW;Kudingarengkeke;KU4;West;Calcarina;spengleri;Calcarina_spengleri;1997;4;slope;no;17;9;4;0.167;R
KKW4;KKW;Kudingarengkeke;KU4;West;Heterostegina;depressa;Heterostegina_depressa;1997;4;slope;no;17;2;4;0.167;R
KKW6;KKW;Kudingarengkeke;KU4;West;Amphisorus;SpL;Amphisorus_SpL;1997;4;slope;no;17;25;6;0.25;R
KKW6;KKW;Kudingarengkeke;KU4;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;4;slope;no;17;289;6;0.25;R
KKW6;KKW;Kudingarengkeke;KU4;West;Amphistegina;radiata;Amphistegina_radiata;1997;4;slope;no;17;44;6;0.25;R
KKW6;KKW;Kudingarengkeke;KU4;West;Calcarina;spengleri;Calcarina_spengleri;1997;4;slope;no;17;32;6;0.25;R
KKW6;KKW;Kudingarengkeke;KU4;West;Heterostegina;depressa;Heterostegina_depressa;1997;4;slope;no;17;15;6;0.25;R
KKW9;KKW;Kudingarengkeke;KU4;West;Amphisorus;SpL;Amphisorus_SpL;1997;4;slope;no;17;33;9;0.375;R
KKW9;KKW;Kudingarengkeke;KU4;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;4;slope;no;17;249;9;0.375;R
KKW9;KKW;Kudingarengkeke;KU4;West;Amphistegina;radiata;Amphistegina_radiata;1997;4;slope;no;17;124;9;0.375;R
KKW9;KKW;Kudingarengkeke;KU4;West;Calcarina;spengleri;Calcarina_spengleri;1997;4;slope;no;17;2;9;0.375;R
KKW9;KKW;Kudingarengkeke;KU4;West;Heterostegina;depressa;Heterostegina_depressa;1997;4;slope;no;17;33;9;0.375;R
KKW-rf1;KKW;Kudingarengkeke;KU4;West;Amphisorus;SpL;Amphisorus_SpL;1997;4;flat;no;17;23;1;0.042;R
KKW-rf1;KKW;Kudingarengkeke;KU4;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;4;flat;no;17;2;1;0.042;R
KKW-rf1;KKW;Kudingarengkeke;KU4;West;Amphistegina;lobifera;Amphistegina_lobifera;1997;4;flat;no;17;178;1;0.042;R
KKW-rf1;KKW;Kudingarengkeke;KU4;West;Calcarina;sp2;Calcarina_sp2;1997;4;flat;no;17;67;1;0.042;R
KKW-rf1;KKW;Kudingarengkeke;KU4;West;Neorotalia;calcar;Neorotalia_calcar;1997;4;flat;no;17;3;1;0.042;R
KKW-rf1;KKW;Kudingarengkeke;KU4;West;Neorotalia;gaimardi;Neorotalia_gaimardi;1997;4;flat;no;17;23;1;0.042;R
KKW-rf1;KKW;Kudingarengkeke;KU4;West;Peneroplis;planatus;Peneroplis_planatus;1997;4;flat;no;17;10;1;0.042;R
KKW-rf1;KKW;Kudingarengkeke;KU4;West;Sorites;orbiculus;Sorites_orbiculus;1997;4;flat;no;17;45;1;0.042;R
KKW-rf2;KKW;Kudingarengkeke;KU4;West;Amphisorus;SpL;Amphisorus_SpL;1997;4;flat;no;17;10;1;0.042;R
KKW-rf2;KKW;Kudingarengkeke;KU4;West;Amphistegina;lobifera;Amphistegina_lobifera;1997;4;flat;no;17;126;1;0.042;R
KKW-rf2;KKW;Kudingarengkeke;KU4;West;Calcarina;sp2;Calcarina_sp2;1997;4;flat;no;17;56;1;0.042;R
KKW-rf2;KKW;Kudingarengkeke;KU4;West;Laevipeneroplis;malayensis;Laevipeneroplis_malayensis;1997;4;flat;no;17;1;1;0.042;R
KKW-rf2;KKW;Kudingarengkeke;KU4;West;Neorotalia;calcar;Neorotalia_calcar;1997;4;flat;no;17;5;1;0.042;R
KKW-rf2;KKW;Kudingarengkeke;KU4;West;Neorotalia;gaimardi;Neorotalia_gaimardi;1997;4;flat;no;17;20;1;0.042;R
KKW-rf2;KKW;Kudingarengkeke;KU4;West;Peneroplis;planatus;Peneroplis_planatus;1997;4;flat;no;17;12;1;0.042;R
KKW-rf2;KKW;Kudingarengkeke;KU4;West;Sorites;orbiculus;Sorites_orbiculus;1997;4;flat;no;17;34;1;0.042;R
KKW-rf3;KKW;Kudingarengkeke;KU4;West;Amphisorus;SpL;Amphisorus_SpL;1997;4;flat;no;17;1;1;0.042;R
KKW-rf3;KKW;Kudingarengkeke;KU4;West;Amphistegina;lobifera;Amphistegina_lobifera;1997;4;flat;no;17;120;1;0.042;R
KKW-rf3;KKW;Kudingarengkeke;KU4;West;Calcarina;sp2;Calcarina_sp2;1997;4;flat;no;17;34;1;0.042;R
KKW-rf3;KKW;Kudingarengkeke;KU4;West;Neorotalia;calcar;Neorotalia_calcar;1997;4;flat;no;17;10;1;0.042;R
KKW-rf3;KKW;Kudingarengkeke;KU4;West;Neorotalia;gaimardi;Neorotalia_gaimardi;1997;4;flat;no;17;34;1;0.042;R
KKW-rf3;KKW;Kudingarengkeke;KU4;West;Peneroplis;planatus;Peneroplis_planatus;1997;4;flat;no;17;23;1;0.042;R
KKW-rf3;KKW;Kudingarengkeke;KU4;West;Sorites;orbiculus;Sorites_orbiculus;1997;4;flat;no;17;10;1;0.042;R
LLW3;LLW;Laelae;LL1;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;1;slope;yes;5;26;3;0.375;RH
LLW3;LLW;Laelae;LL1;West;Amphistegina;lobifera;Amphistegina_lobifera;1997;1;slope;yes;5;160;3;0.375;RH
LLW3;LLW;Laelae;LL1;West;Amphistegina;radiata;Amphistegina_radiata;1997;1;slope;yes;5;6;3;0.375;RH
LLW3;LLW;Laelae;LL1;West;Calcarina;sp2;Calcarina_sp2;1997;1;slope;yes;5;140;3;0.375;RH
LLW3;LLW;Laelae;LL1;West;Heterostegina;depressa;Heterostegina_depressa;1997;1;slope;yes;5;9;3;0.375;RH
LLW3;LLW;Laelae;LL1;West;Operculina;ammonoides;Operculina_ammonoides;1997;1;slope;yes;5;3;3;0.375;RH
LLW6;LLW;Laelae;LL1;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;1;slope;yes;5;33;6;0.75;RH
LLW6;LLW;Laelae;LL1;West;Amphistegina;lobifera;Amphistegina_lobifera;1997;1;slope;yes;5;3;6;0.75;RH
LLW6;LLW;Laelae;LL1;West;Calcarina;sp2;Calcarina_sp2;1997;1;slope;yes;5;47;6;0.75;RH
LLW6;LLW;Laelae;LL1;West;Heterostegina;depressa;Heterostegina_depressa;1997;1;slope;yes;5;3;6;0.75;RH
LLW-RF1;LLW;Laelae;LL1;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;1;flat;yes;5;34;1;0.125;RA
LLW-RF1;LLW;Laelae;LL1;West;Amphistegina;lobifera;Amphistegina_lobifera;1997;1;flat;yes;5;92;1;0.125;RA
LLW-RF1;LLW;Laelae;LL1;West;Calcarina;sp2;Calcarina_sp2;1997;1;flat;yes;5;34;1;0.125;RA
LLW-RF1;LLW;Laelae;LL1;West;Neorotalia;calcar;Neorotalia_calcar;1997;1;flat;yes;5;1;1;0.125;RA
LLW-RF1;LLW;Laelae;LL1;West;Neorotalia;gaimardi;Neorotalia_gaimardi;1997;1;flat;yes;5;12;1;0.125;RA
LLW-RF1;LLW;Laelae;LL1;West;Peneroplis;planatus;Peneroplis_planatus;1997;1;flat;yes;5;5;1;0.125;RA
LLW-RF1;LLW;Laelae;LL1;West;Sorites;orbiculus;Sorites_orbiculus;1997;1;flat;yes;5;2;1;0.125;RA
LLW-RF2;LLW;Laelae;LL1;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;1;flat;yes;5;19;1;0.125;RA
LLW-RF2;LLW;Laelae;LL1;West;Amphistegina;lobifera;Amphistegina_lobifera;1997;1;flat;yes;5;113;1;0.125;RA
LLW-RF2;LLW;Laelae;LL1;West;Calcarina;sp2;Calcarina_sp2;1997;1;flat;yes;5;65;1;0.125;RA
LLW-RF2;LLW;Laelae;LL1;West;Heterostegina;depressa;Heterostegina_depressa;1997;1;flat;yes;5;1;1;0.125;RA
LLW-RF2;LLW;Laelae;LL1;West;Neorotalia;gaimardi;Neorotalia_gaimardi;1997;1;flat;yes;5;53;1;0.125;RA
LLW-RF2;LLW;Laelae;LL1;West;Peneroplis;planatus;Peneroplis_planatus;1997;1;flat;yes;5;3;1;0.125;RA
LLW-RF3;LLW;Laelae;LL1;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;1;flat;yes;5;21;1;0.125;RA
LLW-RF3;LLW;Laelae;LL1;West;Amphistegina;lobifera;Amphistegina_lobifera;1997;1;flat;yes;5;97;1;0.125;RA
LLW-RF3;LLW;Laelae;LL1;West;Amphistegina;radiata;Amphistegina_radiata;1997;1;flat;yes;5;1;1;0.125;RA
LLW-RF3;LLW;Laelae;LL1;West;Calcarina;sp2;Calcarina_sp2;1997;1;flat;yes;5;43;1;0.125;RA
LLW-RF3;LLW;Laelae;LL1;West;Neorotalia;gaimardi;Neorotalia_gaimardi;1997;1;flat;yes;5;43;1;0.125;RA
LLW-RF3;LLW;Laelae;LL1;West;Peneroplis;planatus;Peneroplis_planatus;1997;1;flat;yes;5;2;1;0.125;RA
LW_rf1;LW;Langkai;LA5;West;Amphisorus;SpL;Amphisorus_SpL;1997;5;flat;yes;41;23;1;0.03;RG
LW_rf1;LW;Langkai;LA5;West;Amphistegina;lobifera;Amphistegina_lobifera;1997;5;flat;yes;41;220;1;0.03;RG
LW_rf1;LW;Langkai;LA5;West;Calcarina;sp2;Calcarina_sp2;1997;5;flat;yes;41;12;1;0.03;RG
LW_rf1;LW;Langkai;LA5;West;Elphidium;craticulatum;Elphidium_craticulatum;1997;5;flat;yes;41;1;1;0.03;RG
LW_rf1;LW;Langkai;LA5;West;Laevipeneroplis;malayensis;Laevipeneroplis_malayensis;1997;5;flat;yes;41;10;1;0.03;RG
LW_rf1;LW;Langkai;LA5;West;Neorotalia;calcar;Neorotalia_calcar;1997;5;flat;yes;41;23;1;0.03;RG
LW_rf1;LW;Langkai;LA5;West;Neorotalia;gaimardi;Neorotalia_gaimardi;1997;5;flat;yes;41;12;1;0.03;RG
LW_rf1;LW;Langkai;LA5;West;Peneroplis;planatus;Peneroplis_planatus;1997;5;flat;yes;41;10;1;0.03;RG
LW_rf1;LW;Langkai;LA5;West;Sorites;orbiculus;Sorites_orbiculus;1997;5;flat;yes;41;33;1;0.03;RG
LW_rf2;LW;Langkai;LA5;West;Amphisorus;SpL;Amphisorus_SpL;1997;5;flat;yes;41;75;1;0.03;RG
LW_rf2;LW;Langkai;LA5;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;5;flat;yes;41;1;1;0.03;RG
LW_rf2;LW;Langkai;LA5;West;Amphistegina;lobifera;Amphistegina_lobifera;1997;5;flat;yes;41;145;1;0.03;RG
LW_rf2;LW;Langkai;LA5;West;Calcarina;sp2;Calcarina_sp2;1997;5;flat;yes;41;45;1;0.03;RG
LW_rf2;LW;Langkai;LA5;West;Laevipeneroplis;malayensis;Laevipeneroplis_malayensis;1997;5;flat;yes;41;3;1;0.03;RG
LW_rf2;LW;Langkai;LA5;West;Neorotalia;calcar;Neorotalia_calcar;1997;5;flat;yes;41;34;1;0.03;RG
LW_rf2;LW;Langkai;LA5;West;Neorotalia;gaimardi;Neorotalia_gaimardi;1997;5;flat;yes;41;25;1;0.03;RG
LW_rf2;LW;Langkai;LA5;West;Peneroplis;planatus;Peneroplis_planatus;1997;5;flat;yes;41;12;1;0.03;RG
LW_rf2;LW;Langkai;LA5;West;Sorites;orbiculus;Sorites_orbiculus;1997;5;flat;yes;41;23;1;0.03;RG
LW1;LW;Langkai;LA5;West;Amphisorus;SpL;Amphisorus_SpL;1997;5;slope;yes;41;28;1;0.03;RH
LW1;LW;Langkai;LA5;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;5;slope;yes;41;9;1;0.03;RH
LW1;LW;Langkai;LA5;West;Amphistegina;lobifera;Amphistegina_lobifera;1997;5;slope;yes;41;227;1;0.03;RH
LW1;LW;Langkai;LA5;West;Calcarina;sp2;Calcarina_sp2;1997;5;slope;yes;41;60;1;0.03;RH
LW1;LW;Langkai;LA5;West;Calcarina;spengleri;Calcarina_spengleri;1997;5;slope;yes;41;7;1;0.03;RH
LW1;LW;Langkai;LA5;West;Elphidium;craticulatum;Elphidium_craticulatum;1997;5;slope;yes;41;2;1;0.03;RH
LW1;LW;Langkai;LA5;West;Laevipeneroplis;malayensis;Laevipeneroplis_malayensis;1997;5;slope;yes;41;1;1;0.03;RH
LW12;LW;Langkai;LA5;West;Amphisorus;SpL;Amphisorus_SpL;1997;5;slope;yes;41;31;12;0.364;RH
LW12;LW;Langkai;LA5;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;5;slope;yes;41;223;12;0.364;RH
LW12;LW;Langkai;LA5;West;Amphistegina;radiata;Amphistegina_radiata;1997;5;slope;yes;41;43;12;0.364;RH
LW12;LW;Langkai;LA5;West;Baculogypsinoides;spinosus;Baculogypsinoides_spinosus;1997;5;slope;yes;41;22;12;0.364;RH
LW12;LW;Langkai;LA5;West;Calcarina;spengleri;Calcarina_spengleri;1997;5;slope;yes;41;28;12;0.364;RH
LW12;LW;Langkai;LA5;West;Heterostegina;depressa;Heterostegina_depressa;1997;5;slope;yes;41;24;12;0.364;RH
LW12;LW;Langkai;LA5;West;Parasorites;sp2;Parasorites_sp2;1997;5;slope;yes;41;4;12;0.364;RH
LW15;LW;Langkai;LA5;West;Amphisorus;SpL;Amphisorus_SpL;1997;5;slope;yes;41;51;15;0.455;RH
LW15;LW;Langkai;LA5;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;5;slope;yes;41;188;15;0.455;RH
LW15;LW;Langkai;LA5;West;Amphistegina;radiata;Amphistegina_radiata;1997;5;slope;yes;41;91;15;0.455;RH
LW15;LW;Langkai;LA5;West;Calcarina;mayori;Calcarina_mayori;1997;5;slope;yes;41;6;15;0.455;RH
LW15;LW;Langkai;LA5;West;Calcarina;spengleri;Calcarina_spengleri;1997;5;slope;yes;41;41;15;0.455;RH
LW15;LW;Langkai;LA5;West;Elphidium;craticulatum;Elphidium_craticulatum;1997;5;slope;yes;41;5;15;0.455;RH
LW15;LW;Langkai;LA5;West;Heterostegina;depressa;Heterostegina_depressa;1997;5;slope;yes;41;24;15;0.455;RH
LW18-1;LW;Langkai;LA5;West;Amphisorus;SpL;Amphisorus_SpL;1997;5;slope;yes;41;134;18;0.545;RH
LW18-1;LW;Langkai;LA5;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;5;slope;yes;41;186;18;0.545;RH
LW18-1;LW;Langkai;LA5;West;Amphistegina;radiata;Amphistegina_radiata;1997;5;slope;yes;41;94;18;0.545;RH
LW18-1;LW;Langkai;LA5;West;Calcarina;mayori;Calcarina_mayori;1997;5;slope;yes;41;3;18;0.545;RH
LW18-1;LW;Langkai;LA5;West;Calcarina;spengleri;Calcarina_spengleri;1997;5;slope;yes;41;127;18;0.545;RH
LW18-1;LW;Langkai;LA5;West;Heterostegina;depressa;Heterostegina_depressa;1997;5;slope;yes;41;112;18;0.545;RH
LW18-2;LW;Langkai;LA5;West;Alveolinella;quoyii;Alveolinella_quoyii;1997;5;slope;yes;41;6;18;0.545;RH
LW18-2;LW;Langkai;LA5;West;Amphisorus;SpL;Amphisorus_SpL;1997;5;slope;yes;41;53;18;0.545;RH
LW18-2;LW;Langkai;LA5;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;5;slope;yes;41;183;18;0.545;RH
LW18-2;LW;Langkai;LA5;West;Amphistegina;radiata;Amphistegina_radiata;1997;5;slope;yes;41;34;18;0.545;RH
LW18-2;LW;Langkai;LA5;West;Calcarina;mayori;Calcarina_mayori;1997;5;slope;yes;41;5;18;0.545;RH
LW18-2;LW;Langkai;LA5;West;Calcarina;spengleri;Calcarina_spengleri;1997;5;slope;yes;41;94;18;0.545;RH
LW18-2;LW;Langkai;LA5;West;Elphidium;craticulatum;Elphidium_craticulatum;1997;5;slope;yes;41;3;18;0.545;RH
LW18-2;LW;Langkai;LA5;West;Heterostegina;depressa;Heterostegina_depressa;1997;5;slope;yes;41;53;18;0.545;RH
LW18-2;LW;Langkai;LA5;West;Parasorites;sp2;Parasorites_sp2;1997;5;slope;yes;41;28;18;0.545;RH
LW2;LW;Langkai;LA5;West;Amphisorus;SpL;Amphisorus_SpL;1997;5;slope;yes;41;15;2;0.061;RH
LW2;LW;Langkai;LA5;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;5;slope;yes;41;50;2;0.061;RH
LW2;LW;Langkai;LA5;West;Amphistegina;lobifera;Amphistegina_lobifera;1997;5;slope;yes;41;294;2;0.061;RH
LW2;LW;Langkai;LA5;West;Amphistegina;radiata;Amphistegina_radiata;1997;5;slope;yes;41;1;2;0.061;RH
LW2;LW;Langkai;LA5;West;Calcarina;sp2;Calcarina_sp2;1997;5;slope;yes;41;18;2;0.061;RH
LW2;LW;Langkai;LA5;West;Heterostegina;depressa;Heterostegina_depressa;1997;5;slope;yes;41;4;2;0.061;RH
LW2;LW;Langkai;LA5;West;Laevipeneroplis;malayensis;Laevipeneroplis_malayensis;1997;5;slope;yes;41;6;2;0.061;RH
LW2;LW;Langkai;LA5;West;Neorotalia;calcar;Neorotalia_calcar;1997;5;slope;yes;41;20;2;0.061;RH
LW3;LW;Langkai;LA5;West;Amphisorus;SpL;Amphisorus_SpL;1997;5;slope;yes;41;27;3;0.091;RH
LW3;LW;Langkai;LA5;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;5;slope;yes;41;100;3;0.091;RH
LW3;LW;Langkai;LA5;West;Amphistegina;lobifera;Amphistegina_lobifera;1997;5;slope;yes;41;255;3;0.091;RH
LW3;LW;Langkai;LA5;West;Amphistegina;radiata;Amphistegina_radiata;1997;5;slope;yes;41;11;3;0.091;RH
LW3;LW;Langkai;LA5;West;Calcarina;spengleri;Calcarina_spengleri;1997;5;slope;yes;41;15;3;0.091;RH
LW3;LW;Langkai;LA5;West;Heterostegina;depressa;Heterostegina_depressa;1997;5;slope;yes;41;6;3;0.091;RH
LW3;LW;Langkai;LA5;West;Neorotalia;calcar;Neorotalia_calcar;1997;5;slope;yes;41;2;3;0.091;RH
LW6;LW;Langkai;LA5;West;Amphisorus;SpL;Amphisorus_SpL;1997;5;slope;yes;41;31;6;0.182;RH
LW6;LW;Langkai;LA5;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;5;slope;yes;41;261;6;0.182;RH
LW6;LW;Langkai;LA5;West;Amphistegina;lobifera;Amphistegina_lobifera;1997;5;slope;yes;41;45;6;0.182;RH
LW6;LW;Langkai;LA5;West;Amphistegina;radiata;Amphistegina_radiata;1997;5;slope;yes;41;28;6;0.182;RH
LW6;LW;Langkai;LA5;West;Calcarina;spengleri;Calcarina_spengleri;1997;5;slope;yes;41;83;6;0.182;RH
LW9;LW;Langkai;LA5;West;Amphisorus;SpL;Amphisorus_SpL;1997;5;slope;yes;41;10;9;0.273;RH
LW9;LW;Langkai;LA5;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;5;slope;yes;41;292;9;0.273;RH
LW9;LW;Langkai;LA5;West;Amphistegina;radiata;Amphistegina_radiata;1997;5;slope;yes;41;14;9;0.273;RH
LW9;LW;Langkai;LA5;West;Calcarina;spengleri;Calcarina_spengleri;1997;5;slope;yes;41;15;9;0.273;RH
LW9;LW;Langkai;LA5;West;Heterostegina;depressa;Heterostegina_depressa;1997;5;slope;yes;41;2;9;0.273;RH
PB-rf1;PBW;Pulau Badi;BA4;West;Amphisorus;SpL;Amphisorus_SpL;1997;4;flat;yes;26;8;1;0.04;R
PB-rf1;PBW;Pulau Badi;BA4;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;4;flat;yes;26;4;1;0.04;R
PB-rf1;PBW;Pulau Badi;BA4;West;Amphistegina;lobifera;Amphistegina_lobifera;1997;4;flat;yes;26;199;1;0.04;R
PB-rf1;PBW;Pulau Badi;BA4;West;Calcarina;sp2;Calcarina_sp2;1997;4;flat;yes;26;23;1;0.04;R
PB-rf1;PBW;Pulau Badi;BA4;West;Laevipeneroplis;malayensis;Laevipeneroplis_malayensis;1997;4;flat;yes;26;3;1;0.04;R
PB-rf1;PBW;Pulau Badi;BA4;West;Parasorites;sp2;Parasorites_sp2;1997;4;flat;yes;26;3;1;0.04;R
PB-rf1;PBW;Pulau Badi;BA4;West;Peneroplis;planatus;Peneroplis_planatus;1997;4;flat;yes;26;2;1;0.04;R
PB-rf1;PBW;Pulau Badi;BA4;West;Sorites;orbiculus;Sorites_orbiculus;1997;4;flat;yes;26;6;1;0.04;R
PB-rf2;PBW;Pulau Badi;BA4;West;Amphisorus;SpL;Amphisorus_SpL;1997;4;flat;yes;26;21;1;0.04;R
PB-rf2;PBW;Pulau Badi;BA4;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;4;flat;yes;26;5;1;0.04;R
PB-rf2;PBW;Pulau Badi;BA4;West;Amphistegina;lobifera;Amphistegina_lobifera;1997;4;flat;yes;26;177;1;0.04;R
PB-rf2;PBW;Pulau Badi;BA4;West;Calcarina;sp2;Calcarina_sp2;1997;4;flat;yes;26;62;1;0.04;R
PB-rf2;PBW;Pulau Badi;BA4;West;Heterostegina;depressa;Heterostegina_depressa;1997;4;flat;yes;26;1;1;0.04;R
PB-rf2;PBW;Pulau Badi;BA4;West;Laevipeneroplis;malayensis;Laevipeneroplis_malayensis;1997;4;flat;yes;26;2;1;0.04;R
PB-rf2;PBW;Pulau Badi;BA4;West;Parasorites;sp2;Parasorites_sp2;1997;4;flat;yes;26;2;1;0.04;R
PB-rf2;PBW;Pulau Badi;BA4;West;Peneroplis;planatus;Peneroplis_planatus;1997;4;flat;yes;26;4;1;0.04;R
PB-rf2;PBW;Pulau Badi;BA4;West;Sorites;orbiculus;Sorites_orbiculus;1997;4;flat;yes;26;12;1;0.04;R
PB-rf3;PBW;Pulau Badi;BA4;West;Amphisorus;SpL;Amphisorus_SpL;1997;4;flat;yes;26;14;1;0.04;R
PB-rf3;PBW;Pulau Badi;BA4;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;4;flat;yes;26;7;1;0.04;R
PB-rf3;PBW;Pulau Badi;BA4;West;Amphistegina;lobifera;Amphistegina_lobifera;1997;4;flat;yes;26;210;1;0.04;R
PB-rf3;PBW;Pulau Badi;BA4;West;Calcarina;sp2;Calcarina_sp2;1997;4;flat;yes;26;31;1;0.04;R
PB-rf3;PBW;Pulau Badi;BA4;West;Laevipeneroplis;malayensis;Laevipeneroplis_malayensis;1997;4;flat;yes;26;1;1;0.04;R
PB-rf3;PBW;Pulau Badi;BA4;West;Parasorites;sp2;Parasorites_sp2;1997;4;flat;yes;26;1;1;0.04;R
PB-rf3;PBW;Pulau Badi;BA4;West;Peneroplis;planatus;Peneroplis_planatus;1997;4;flat;yes;26;5;1;0.04;R
PB-rf3;PBW;Pulau Badi;BA4;West;Sorites;orbiculus;Sorites_orbiculus;1997;4;flat;yes;26;13;1;0.04;R
PBW12;PBW;Pulau Badi;BA4;West;Amphisorus;SpL;Amphisorus_SpL;1997;4;slope;yes;26;12;12;0.48;R
PBW12;PBW;Pulau Badi;BA4;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;4;slope;yes;26;36;12;0.48;R
PBW12;PBW;Pulau Badi;BA4;West;Amphistegina;radiata;Amphistegina_radiata;1997;4;slope;yes;26;148;12;0.48;R
PBW12;PBW;Pulau Badi;BA4;West;Calcarina;mayori;Calcarina_mayori;1997;4;slope;yes;26;3;12;0.48;R
PBW12;PBW;Pulau Badi;BA4;West;Calcarina;spengleri;Calcarina_spengleri;1997;4;slope;yes;26;44;12;0.48;R
PBW12;PBW;Pulau Badi;BA4;West;Heterostegina;depressa;Heterostegina_depressa;1997;4;slope;yes;26;69;12;0.48;R
PBW12;PBW;Pulau Badi;BA4;West;Peneroplis;pertusus;Peneroplis_pertusus;1997;4;slope;yes;26;2;12;0.48;R
PBW15;PBW;Pulau Badi;BA4;West;Amphisorus;SpL;Amphisorus_SpL;1997;4;slope;yes;26;4;15;0.6;R
PBW15;PBW;Pulau Badi;BA4;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;4;slope;yes;26;124;15;0.6;R
PBW15;PBW;Pulau Badi;BA4;West;Amphistegina;radiata;Amphistegina_radiata;1997;4;slope;yes;26;74;15;0.6;R
PBW15;PBW;Pulau Badi;BA4;West;Calcarina;spengleri;Calcarina_spengleri;1997;4;slope;yes;26;37;15;0.6;R
PBW15;PBW;Pulau Badi;BA4;West;Heterostegina;depressa;Heterostegina_depressa;1997;4;slope;yes;26;54;15;0.6;R
PBW18;PBW;Pulau Badi;BA4;West;Amphisorus;SpL;Amphisorus_SpL;1997;4;slope;yes;26;2;18;0.72;R
PBW18;PBW;Pulau Badi;BA4;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;4;slope;yes;26;63;18;0.72;R
PBW18;PBW;Pulau Badi;BA4;West;Amphistegina;radiata;Amphistegina_radiata;1997;4;slope;yes;26;67;18;0.72;R
PBW18;PBW;Pulau Badi;BA4;West;Baculogypsinoides;spinosus;Baculogypsinoides_spinosus;1997;4;slope;yes;26;12;18;0.72;R
PBW18;PBW;Pulau Badi;BA4;West;Calcarina;spengleri;Calcarina_spengleri;1997;4;slope;yes;26;112;18;0.72;R
